LANG_ID,CLASS_ID,MATTER_NO,CLIENT_ID,INVOICE_NO,SERIAL_NO,INVOICE_FISCAL_YEAR,INVOICE_PERIOD,ITEM_NO,INVOICE_TEXT,BILL_AMOUNT,STATUS_ID,IS_DELETED,CTD_BY,CTD_ON
EN,2,10061-01,5357,17251,1,2022,6,1,Fees Billed on Invoice #: 17251,1500.00,51,0,admin,2022-06-30
EN,2,10063-01,2690,4708,1,2020,3,1,Fees Billed on Invoice #: 4708,3800.00,51,0,admin,2020-03-31
EN,2,10073-01,7051,784,1,2019,6,1,USPS Certified Mail fee for package mailed on 06/27/2019 to National Visa Center (Tracking No.: 70150640000168084778),10.00,51,0,admin,2019-06-27
EN,2,10075-02,10075,4745,1,2020,3,1,"National Visa Center Immigrant Visa Payment payable to ""U.S. Department of State""",445.00,51,0,admin,2020-03-03
EN,2,10075-02,10075,6444,2,2020,9,2,"Money Order - National Visa Center Immigrant Visa Payment payable to ""U.S. Department of State""",325.00,51,0,admin,2020-09-02
EN,2,10075-02,10075,6444,3,2020,9,3,"BANK ACCOUNT - National Visa Center Immigrant Visa Payment payable to ""U.S. Department of State""",120.00,51,0,admin,2020-09-02
EN,2,10075-02,10075,6444,4,2020,9,4,Fees Billed on Invoice #: 6444,2150.00,51,0,admin,2020-09-30
EN,2,10075-02,10075,6790,5,2020,10,5,Federal Express fee for package mailed on 10.20.2020 to NVC (Tracking No.:771832541551),50.62,51,0,admin,2020-10-22
EN,2,10075-02,10075,16835,6,2022,5,6,Courier Services - Package to Immigration  and  received from Monty Partners on. 05.03.2022  (Invoice No.:1595707),8.00,51,0,admin,2022-05-15
EN,2,10075-02,10075,16835,7,2022,5,7,Courier Services - Package to  Monty Partners and  received from  Immigration  on. 05.03.2022  (Invoice No.:1595707.01),8.00,51,0,admin,2022-05-15
EN,2,10075-02,10075,16835,8,2022,5,8,Federal Express fee for package mailed on 05.03.2022 to Attn: Office of Chief CounselUSCIS (Tracking No.:776754112098),6.75,51,0,admin,2022-05-12
EN,2,10080-02,10080,3830,1,2020,1,1,Federal Express fee for package mailed on 01.23.2020 to USCIS  (Tracking No.:777585820084),14.92,51,0,admin,2020-01-30
EN,2,10080-02,10080,3830,2,2020,1,2,Fees Billed on Invoice #: 3830,3500.00,51,0,admin,2020-01-31
EN,2,10081-01,MR 2019,11014,1,2021,4,1,Fees Billed on Invoice #: 11014,500.00,51,0,admin,2021-04-29
EN,2,10085-01,50723,429,1,2019,5,1,Fees Billed on Invoice #: 429,1302.50,51,0,admin,2019-05-31
EN,2,10085-01,50723,430,2,2019,5,2,Fees Billed on Invoice #: 430,2500.00,51,0,admin,2019-05-31
EN,2,10086-01,10086,295,1,2019,5,1,USPS Express Mail fee for package mailed on 05/24/2019 to the National Visa Center  (Tracking No.:EE411927485US),25.50,51,0,admin,2019-05-31
EN,2,10086-01,10086,3196,2,2019,11,2,Federal Express fee for package mailed on 11/15/2019 to USCIS (Tracking No.: 77691191982),47.10,51,0,admin,2019-11-21
EN,2,10086-01,10086,14599,3,2021,12,3,"National Visa Center Immigrant Visa Payment payable to ""U.S. Department of State""",120.00,51,0,admin,2021-12-09
EN,2,10086-01,10086,14724,4,2022,1,4,Fees Billed on Invoice #: 14724,1000.00,51,0,admin,2022-01-31
EN,2,10086-01,10086,15535,5,2022,2,5,Federal Express fee for package mailed on 01.28.2022  to Attn: WCNational Visa Center (Tracking No.: 775895542190),24.10,51,0,admin,2022-02-03
EN,2,10087 61,10087,1121,1,2019,7,1,Fees Billed on Invoice #: 1121,3800.00,51,0,admin,2019-07-31
EN,2,10087 61,10087,2823,2,2019,10,2,Federal Express fee for package mailed on 10/16/2019 to USCIS (Tracking No.:776724715344),19.86,51,0,admin,2019-10-24
EN,2,10087 61,10087,12110,3,2021,7,3,"National Visa Center Immigrant Visa Payment payable to ""U.S. Department of State""",120.00,51,0,admin,2021-07-21
EN,2,10088-01,10088,5116,1,2020,5,1,Fees Billed on Invoice #: 5116,2000.00,51,0,admin,2020-05-31
EN,2,10088-01,10088,5345,2,2020,5,2,Fees Billed on Invoice #: 5345,100.00,51,0,admin,2020-05-31
EN,2,10088-01,10088,5598,3,2020,6,3,Federal Express fee for package mailed on 06.05.2020 to USCIS,26.51,51,0,admin,2020-06-11
EN,2,10088-01,10088,10479,4,2021,4,4,Fees Billed on Invoice #: 10479,2900.00,51,0,admin,2021-04-29
EN,2,10089-02,10089,2653,1,2019,10,1,Fees Billed on Invoice #: 2653,2200.00,51,0,admin,2019-10-31
EN,2,10089-03,10089,4666,1,2020,3,1,Fees Billed on Invoice #: 4666,1200.00,51,0,admin,2020-03-31
EN,2,10089-04,10089,4992,1,2020,4,1,Federal Express fee for package mailed on 04.06.2020 to USCIS,26.37,51,0,admin,2020-04-09
EN,2,10089-05,10089,4992,1,2020,4,1,Federal Express fee for package mailed on 03.20.2020 to Mohammed Kassoumeh,24.79,51,0,admin,2020-04-02
EN,2,10090-01,10090,303,1,2019,5,1,Federal Express fee for package mailed on 05/14/2019 to The National Visa Center (Tracking No.: 775211935293),21.50,51,0,admin,2019-05-23
EN,2,10090-04,MR 2019,10991,1,2021,4,1,Administration Fee (Cover Copies and Shipping Fee),115.00,51,0,admin,2021-04-29
EN,2,10091-01,10091,54,1,2019,5,1,Fees Billed on Invoice #: 54,602.50,51,0,admin,2019-05-31
EN,2,10091-01,10091,1109,2,2019,7,2,Fees Billed on Invoice #: 1109,202.50,51,0,admin,2019-07-31
EN,2,10091-01,10091,5955,3,2020,7,3,Fees Billed on Invoice #: 5955,540.00,51,0,admin,2020-07-31
EN,2,10091-01,10091,15948,4,2022,3,4,Courier Services - Package to Houston Imm. Court and stamped copy received from Imm. Court on. 03.14.2022 (Invoice No.:1586797),43.00,51,0,admin,2022-03-15
EN,2,10091-01,10091,15948,5,2022,3,5,Courier Services - Package to Houston Imm. Court and stamped copy received from Imm. Court on. 03.17.2022 (Invoice No.:1587529),18.00,51,0,admin,2022-03-31
EN,2,10092-01,10092,13834,1,2021,10,1,Federal Express fee for package mailed on 10/11/2021 to I-918 USCIS Vermont Service Center  (Tracking No.: 774937502823),24.79,51,0,admin,2021-10-21
EN,2,10092-01,10092,13383,2,2021,10,2,Fees Billed on Invoice #: 13383,350.00,51,0,admin,2021-10-31
EN,2,2021 IMM1,IMM 2021.1,9816,1,2021,4,1,Fees Billed on Invoice #: 9816,300.00,51,0,admin,2021-04-30
EN,2,2021 IMM1,IMM 2021.1,10428,2,2021,5,2,Fees Billed on Invoice #: 10428,300.00,51,0,admin,2021-05-31
EN,2,2021 IMM1,IMM 2021.1,10752,3,2021,6,3,Fees Billed on Invoice #: 10752,1300.00,51,0,admin,2021-06-30
EN,2,2021 IMM1,IMM 2021.1,12107,4,2021,7,4,Fees Billed on Invoice #: 12107,301.00,51,0,admin,2021-07-31
EN,2,2021 IMM1,IMM 2021.1,9814,5,2021,4,5,Fees Billed on Invoice #: 9814,2770.00,51,0,admin,2021-04-30
EN,2,2021 IMM1,IMM 2021.1,8338,6,2021,1,6,Fees Billed on Invoice #: 8338,1000.00,51,0,admin,2021-01-31
EN,2,2021 IMM1,IMM 2021.1,8570,7,2021,2,7,Fees Billed on Invoice #: 8570,1650.00,51,0,admin,2021-02-28
EN,2,2021 IMM1,IMM 2021.1,9270,8,2021,3,8,Fees Billed on Invoice #: 9270,3375.00,51,0,admin,2021-03-31
EN,2,2021 IMM1,IMM 2021.1,10426,9,2021,5,9,Fees Billed on Invoice #: 10426,2075.00,51,0,admin,2021-05-31
EN,2,2021 IMM1,IMM 2021.1,10754,10,2021,6,10,Fees Billed on Invoice #: 10754,3525.00,51,0,admin,2021-06-30
EN,2,2021 IMM1,IMM 2021.1,12106,11,2021,7,11,Fees Billed on Invoice #: 12106,3350.00,51,0,admin,2021-07-31
EN,2,2021 IMM1,IMM 2021.1,13097,12,2021,9,12,Fees Billed on Invoice #: 13097,2875.00,51,0,admin,2021-09-30
EN,2,2021 IMM1,IMM 2021.1,13613,13,2021,8,13,Fees Billed on Invoice #: 13613,4825.00,51,0,admin,2021-08-31
EN,2,2021 IMM1,IMM 2021.1,13614,14,2021,10,14,Fees Billed on Invoice #: 13614,3650.00,51,0,admin,2021-10-31
EN,2,2021 IMM1,IMM 2021.1,14169,15,2021,11,15,Fees Billed on Invoice #: 14169,2450.00,51,0,admin,2021-11-30
EN,2,2021 IMM1,IMM 2021.1,14256,16,2021,12,16,Fees Billed on Invoice #: 14256,3300.00,51,0,admin,2021-12-31
EN,2,2021 IMM1,IMM 2021.1,9815,17,2021,4,17,Fees Billed on Invoice #: 9815,1050.00,51,0,admin,2021-04-30
EN,2,2021 IMM1,IMM 2021.1,8339,18,2021,1,18,Fees Billed on Invoice #: 8339,600.00,51,0,admin,2021-01-31
EN,2,2021 IMM1,IMM 2021.1,8572,19,2021,2,19,Fees Billed on Invoice #: 8572,1350.00,51,0,admin,2021-02-28
EN,2,2021 IMM1,IMM 2021.1,9269,20,2021,3,20,Fees Billed on Invoice #: 9269,1500.00,51,0,admin,2021-03-31
EN,2,2021 IMM1,IMM 2021.1,10427,21,2021,5,21,Fees Billed on Invoice #: 10427,525.00,51,0,admin,2021-05-31
EN,2,2021 IMM1,IMM 2021.1,10751,22,2021,6,22,Fees Billed on Invoice #: 10751,1050.00,51,0,admin,2021-06-30
EN,2,2021 IMM1,IMM 2021.1,12105,23,2021,7,23,Fees Billed on Invoice #: 12105,1600.00,51,0,admin,2021-07-31
EN,2,2021 IMM1,IMM 2021.1,13096,24,2021,9,24,Fees Billed on Invoice #: 13096,1400.00,51,0,admin,2021-09-30
EN,2,2021 IMM1,IMM 2021.1,13611,25,2021,8,25,Fees Billed on Invoice #: 13611,1900.00,51,0,admin,2021-08-31
EN,2,2021 IMM1,IMM 2021.1,13612,26,2021,10,26,Fees Billed on Invoice #: 13612,1600.00,51,0,admin,2021-10-31
EN,2,2021 IMM1,IMM 2021.1,14170,27,2021,11,27,Fees Billed on Invoice #: 14170,850.00,51,0,admin,2021-11-30
EN,2,2021 IMM1,IMM 2021.1,14255,28,2021,12,28,Fees Billed on Invoice #: 14255,2550.00,51,0,admin,2021-12-31
EN,2,2021 IMM1,IMM 2021.1,9813,29,2021,4,29,Fees Billed on Invoice #: 9813,1300.00,51,0,admin,2021-04-30
EN,2,2021 IMM1,IMM 2021.1,8337,30,2021,1,30,Fees Billed on Invoice #: 8337,2350.00,51,0,admin,2021-01-31
EN,2,2021 IMM1,IMM 2021.1,8571,31,2021,2,31,Fees Billed on Invoice #: 8571,1700.00,51,0,admin,2021-02-28
EN,2,2021 IMM1,IMM 2021.1,9268,32,2021,3,32,Fees Billed on Invoice #: 9268,2300.00,51,0,admin,2021-03-31
EN,2,2021 IMM1,IMM 2021.1,10425,33,2021,5,33,Fees Billed on Invoice #: 10425,5450.00,51,0,admin,2021-05-31
EN,2,2021 IMM1,IMM 2021.1,10753,34,2021,6,34,Fees Billed on Invoice #: 10753,2600.00,51,0,admin,2021-06-30
EN,2,2021 IMM1,IMM 2021.1,12108,35,2021,7,35,Fees Billed on Invoice #: 12108,1400.00,51,0,admin,2021-07-31
EN,2,2021 IMM1,IMM 2021.1,13095,36,2021,9,36,Fees Billed on Invoice #: 13095,1300.00,51,0,admin,2021-09-30
EN,2,2021 IMM1,IMM 2021.1,13615,37,2021,8,37,Fees Billed on Invoice #: 13615,1550.00,51,0,admin,2021-08-31
EN,2,2021 IMM1,IMM 2021.1,13616,38,2021,10,38,Fees Billed on Invoice #: 13616,300.00,51,0,admin,2021-10-31
EN,2,2021 IMM1,IMM 2021.1,14168,39,2021,11,39,Fees Billed on Invoice #: 14168,1400.00,51,0,admin,2021-11-30
EN,2,2021 IMM1,IMM 2021.1,14257,40,2021,12,40,Fees Billed on Invoice #: 14257,2200.00,51,0,admin,2021-12-31
EN,2,2021-041,2021,12381,1,2021,8,1,Fees Billed on Invoice #: 12381,300.00,51,0,admin,2021-08-31
EN,2,2021-041,2021,13425,2,2021,11,2,Fees Billed on Invoice #: 13425,520.00,51,0,admin,2021-11-09
EN,2,2022-131,51054,15143,1,2022,1,1,Fees Billed on Invoice #: 15143,15600.00,51,0,admin,2022-01-31
EN,2,2022-141,2022,15162,1,2022,3,1,Fees Billed on Invoice #: 15162,2071.98,51,0,admin,2022-03-02
EN,2,2022-161,2022,16086,1,2022,3,1,Fees Billed on Invoice #: 16086,400.00,51,0,admin,2022-03-28
EN,2,2022-161,2022,16087,2,2022,4,2,Fees Billed on Invoice #: 16087,350.00,51,0,admin,2022-04-12
EN,2,2022-161,2022,16368,3,2022,5,3,Fees Billed on Invoice #: 16368,450.00,51,0,admin,2022-05-12
EN,2,2123-211,MR 2019,9696,1,2021,4,1,Fees Billed on Invoice #: 9696,1000.00,51,0,admin,2021-04-29
EN,2,2246-211,MR 2019,9720,1,2021,4,1,Fees Billed on Invoice #: 9720,1000.00,51,0,admin,2021-04-29
EN,2,2630-211,MR 2019,9722,1,2021,4,1,Fees Billed on Invoice #: 9722,4500.00,51,0,admin,2021-04-29
EN,2,2656-01,52654,78,1,2019,5,1,Fees Billed on Invoice #: 78,335.00,51,0,admin,2019-05-31
EN,2,2656-01,52654,1108,2,2019,7,2,Fees Billed on Invoice #: 1108,2515.00,51,0,admin,2019-07-31
EN,2,2656-01,52654,1940,3,2019,8,3,Fees Billed on Invoice #: 1940,350.00,51,0,admin,2019-08-31
EN,2,2656-01,52654,2618,4,2019,10,4,Fees Billed on Invoice #: 2618,3160.00,51,0,admin,2019-10-31
EN,2,2656-01,52654,3171,5,2019,11,5,Fees Billed on Invoice #: 3171,225.00,51,0,admin,2019-11-30
EN,2,2656-01,52654,3529,6,2019,12,6,Fees Billed on Invoice #: 3529,180.00,51,0,admin,2019-12-31
EN,2,2656-01,52654,4634,7,2020,3,7,Fees Billed on Invoice #: 4634,850.00,51,0,admin,2020-03-31
EN,2,2656-01,52654,5574,8,2020,6,8,Fees Billed on Invoice #: 5574,2918.50,51,0,admin,2020-06-30
EN,2,2656-01,52654,6187,9,2020,7,9,Fees Billed on Invoice #: 6187,200.00,51,0,admin,2020-07-31
EN,2,2656-01,52654,6202,10,2020,8,10,Fees Billed on Invoice #: 6202,60.00,51,0,admin,2020-08-31
EN,2,2656-01,52654,6543,11,2020,9,11,Fees Billed on Invoice #: 6543,25.00,51,0,admin,2020-09-30
EN,2,2656-01,52654,6782,12,2020,10,12,Fees Billed on Invoice #: 6782,90.00,51,0,admin,2020-10-31
EN,2,2656-01,52654,7276,13,2020,12,13,Fees Billed on Invoice #: 7276,1340.00,51,0,admin,2020-12-31
EN,2,2656-01,52654,8088,14,2021,1,14,Fees Billed on Invoice #: 8088,1750.00,51,0,admin,2021-01-31
EN,2,2656-01,52654,8525,15,2021,2,15,Fees Billed on Invoice #: 8525,1125.00,51,0,admin,2021-02-28
EN,2,2656-01,52654,9436,16,2021,3,16,Fees Billed on Invoice #: 9436,880.00,51,0,admin,2021-03-31
EN,2,2656-01,52654,9549,17,2021,5,17,Fees Billed on Invoice #: 9549,525.00,51,0,admin,2021-05-31
EN,2,2656-01,52654,10567,18,2021,6,18,Fees Billed on Invoice #: 10567,360.00,51,0,admin,2021-06-30
EN,2,2656-01,52654,12248,19,2021,7,19,Fees Billed on Invoice #: 12248,157.50,51,0,admin,2021-07-31
EN,2,2656-01,52654,12672,20,2021,8,20,Fees Billed on Invoice #: 12672,540.00,51,0,admin,2021-08-31
EN,2,2656-01,52654,13626,21,2021,10,21,Fees Billed on Invoice #: 13626,1710.00,51,0,admin,2021-10-31
EN,2,2656-01,52654,14380,22,2021,11,22,Fees Billed on Invoice #: 14380,1910.00,51,0,admin,2021-11-30
EN,2,2656-01,52654,14491,23,2021,12,23,Fees Billed on Invoice #: 14491,225.00,51,0,admin,2021-12-31
EN,2,2656-01,52654,15591,24,2022,2,24,Fees Billed on Invoice #: 15591,205.00,51,0,admin,2022-02-28
EN,2,2656-01,52654,15789,25,2022,3,25,Fees Billed on Invoice #: 15789,1038.50,51,0,admin,2022-03-31
EN,2,2656-01,52654,16306,26,2022,4,26,Fees Billed on Invoice #: 16306,900.00,51,0,admin,2022-04-30
EN,2,2656-01,52654,16656,27,2022,5,27,Fees Billed on Invoice #: 16656,270.00,51,0,admin,2022-05-31
EN,2,2656-01,52654,17062,28,2022,6,28,Fees Billed on Invoice #: 17062,1215.00,51,0,admin,2022-06-30
EN,2,2656-191,2656,193,1,2019,5,1,Fees Billed on Invoice #: 193,2215.00,51,0,admin,2019-05-31
EN,2,2656-191,2656,770,2,2019,6,2,Fees Billed on Invoice #: 770,3245.00,51,0,admin,2019-06-30
EN,2,2656-191,2656,1107,3,2019,7,3,Fees Billed on Invoice #: 1107,1220.00,51,0,admin,2019-07-31
EN,2,2656-191,2656,1939,4,2019,8,4,Fees Billed on Invoice #: 1939,257.50,51,0,admin,2019-08-31
EN,2,2656-191,2656,2617,5,2019,10,5,Fees Billed on Invoice #: 2617,120.00,51,0,admin,2019-10-31
EN,2,2656-191,2656,6201,6,2020,8,6,Fees Billed on Invoice #: 6201,785.00,51,0,admin,2020-08-31
EN,2,2656-191,2656,6781,7,2020,10,7,Fees Billed on Invoice #: 6781,360.00,51,0,admin,2020-10-31
EN,2,2656-191,2656,8524,8,2021,2,8,Fees Billed on Invoice #: 8524,575.00,51,0,admin,2021-02-28
EN,2,2656-191,2656,10508,9,2021,6,9,Fees Billed on Invoice #: 10508,1865.00,51,0,admin,2021-06-30
EN,2,2656-191,2656,12247,10,2021,7,10,Fees Billed on Invoice #: 12247,1210.00,51,0,admin,2021-07-31
EN,2,2656-191,2656,12670,11,2021,8,11,Fees Billed on Invoice #: 12670,362.50,51,0,admin,2021-08-31
EN,2,2656-191,2656,13128,12,2021,9,12,Fees Billed on Invoice #: 13128,2375.00,51,0,admin,2021-09-30
EN,2,2656-191,2656,13559,13,2021,10,13,Federal Express fee for package mailed on 10/07/2021  to I-129L Premium Processing Service USCIS  (Tracking No.: 7749033772702),114.03,51,0,admin,2021-10-14
EN,2,2656-191,2656,13559,14,2021,10,14,Fees Billed on Invoice #: 13559,2500.00,51,0,admin,2021-10-31
EN,2,2656-01,2656,6780,29,2020,10,29,Fees Billed on Invoice #: 6780,990.00,51,0,admin,2020-10-31
EN,2,2656-01,2656,6959,30,2020,11,30,Fees Billed on Invoice #: 6959,180.00,51,0,admin,2020-11-30
EN,2,2656-01,2656,7814,31,2021,1,31,Fees Billed on Invoice #: 7814,50.00,51,0,admin,2021-01-31
EN,2,2673-01,2673,123,1,2019,5,1,Federal Express fee for package mailed on 05/14/2019 to USCIS/I601A (Tracking No.: 775219548455),51.97,51,0,admin,2019-05-23
EN,2,2673-01,2673,123,2,2019,5,2,USPS Certified Mail fee for package mailed on 05/08/2019 to the National Visa Center (Tracking No.: 70151730000047183959 ),10.00,51,0,admin,2019-05-31
EN,2,2673-01,2673,123,3,2019,5,3,Fees Billed on Invoice #: 123,675.00,51,0,admin,2019-05-31
EN,2,2673-01,2673,11771,4,2021,6,4,"National Visa Center Immigrant Visa Payment payable to ""U.S. Department of State""",445.00,51,0,admin,2021-06-02
EN,2,2673-01,2673,17256,5,2022,6,5,Federal Express fee for package mailed on 06.01.2022  to Houston Immigration Court (Tracking No.:777009640534),20.58,51,0,admin,2022-06-09
EN,2,2673-01,2673,17256,6,2022,6,6,Federal Express fee for package mailed on 06.02.2022  to Attorney Carolina Ortuzar-Diaz (Tracking No.:791266171888),18.57,51,0,admin,2022-06-09
EN,2,2673-01,2673,17368,7,2022,6,7,Fees Billed on Invoice #: 17368,350.00,51,0,admin,2022-06-30
EN,2,2673-101,2673,3854,1,2020,1,1,Federal Express fee for package mailed on 01.10.2020 to FBAS USCIS (Tracking No.:777457562758),5.88,51,0,admin,2020-01-16
EN,2,2673-101,2673,3854,2,2020,1,2,Fees Billed on Invoice #: 3854,375.00,51,0,admin,2020-01-31
EN,2,2673-101,2673,8115,3,2021,1,3,Federal Express fee for package mailed on 01.14.2021 to USCIS (Tracking No.:772613844304),17.15,51,0,admin,2021-01-21
EN,2,2673-211,2673,8023,1,2021,2,1,Administration Fee (Cover Copies and Shipping Fee),25.00,51,0,admin,2021-02-12
EN,2,2673-211,2673,9145,2,2021,3,2,"Filing fee for I-765 Application for Employment Authorization payable to ""U.S. Department of Homeland Security""",410.00,51,0,admin,2021-03-03
EN,2,2673-211,2673,9145,3,2021,3,3,Federal Express fee for package mailed on 03.08.2021 to USCIS (Tracking No.:773085382035),7.34,51,0,admin,2021-03-11
EN,2,2673-211,2673,9145,4,2021,3,4,Fees Billed on Invoice #: 9145,500.00,51,0,admin,2021-03-31
EN,2,2673-211,2673,14303,5,2021,12,5,Fees Billed on Invoice #: 14303,500.00,51,0,admin,2021-12-31
EN,2,2673-211,2673,15087,6,2022,1,6,"Filing fee for I-765 Application for Employment Authorization payable to ""U.S. Department of Homeland Security""",410.00,51,0,admin,2022-01-06
EN,2,2673-211,2673,15087,7,2022,1,7,Federal Express fee for package mailed on 01.06.2022  to Adjustment of Status (Box 805887) USCIS (Tracking No.: 775685178426),10.80,51,0,admin,2022-01-13
EN,2,2675-191,2675,235,1,2019,5,1,"Filing Fee For E-2 Nonimmigrant Visa Process for Applicant and Spouse payable to ""U.S. Department of State""",410.00,51,0,admin,2019-05-23
EN,2,2675-191,2675,235,2,2019,5,2,Fees Billed on Invoice #: 235,3250.00,51,0,admin,2019-05-31
EN,2,2675-191,2675,782,3,2019,6,3,USPS Express Mail fee for package mailed on 06/20/2019 to U.S. Consulate General in Ciudad Juarez  (Tracking No.: EE411927525US),53.45,51,0,admin,2019-06-20
EN,2,2675-191,2675,3014,4,2019,11,4,Federal Express fee for package mailed on 11.19.2019 to USCIS (Tracking No.:777029025415),30.03,51,0,admin,2019-11-28
EN,2,2675-191,2675,3014,5,2019,11,5,Fees Billed on Invoice #: 3014,15000.00,51,0,admin,2019-11-30
EN,2,2675-191,2675,3565,6,2019,12,6,Federal Express fee for package mailed on 12.19.2019 to I-526 USCIS (Tracking No.:777297166130),51.32,51,0,admin,2019-12-26
EN,2,2675-191,2675,3565,7,2019,12,7,Filing Fee Form I-526 Immigrant Petition by alien Entrepreneur,3675.00,51,0,admin,2019-12-18
EN,2,2675-201,2675,7068,1,2020,11,1,"Filing Fee for E Nonimmigrant Visa Process payable to ""U.S. Department of State""",410.00,51,0,admin,2020-11-01
EN,2,2675-201,2675,7068,2,2020,11,2,Fees Billed on Invoice #: 7068,3500.00,51,0,admin,2020-11-30
EN,2,2675-211,2675,12887,1,2021,10,1,Administration Fee (Cover Copies and Shipping Fee),25.00,51,0,admin,2021-10-05
EN,2,2675-211,2675,14014,2,2021,11,2,Fees Billed on Invoice #: 14014,500.00,51,0,admin,2021-11-30
EN,2,2675-211,2675,15141,3,2022,1,3,"Filing fee for I-765 Application for Employment Authorization payable to ""U.S. Department of Homeland Security""",410.00,51,0,admin,2022-01-20
EN,2,2675-211,2675,15141,4,2022,1,4,Federal Express fee for package mailed on 01.24.2022 to E-2 USCIS  (Tracking No.:775835191869),23.91,51,0,admin,2022-01-27
EN,2,2691-211,MR 2019,9697,1,2021,4,1,Administration Fee (Cover Copies and Shipping Fee),401.41,51,0,admin,2021-04-29
EN,2,2725-211,MR 2019,9739,1,2021,4,1,Fees Billed on Invoice #: 9739,815.17,51,0,admin,2021-04-29
EN,2,2742-011,2742,13606,1,2021,10,1,Fees Billed on Invoice #: 13606,175.00,51,0,admin,2021-10-31
EN,2,2743-211,MR 2019,9723,1,2021,4,1,Administration Fee (Cover Copies and Shipping Fee),250.00,51,0,admin,2021-04-29
EN,2,2790-071,2790,1257,1,2019,7,1,USPS Express Mail fee for package mailed on 07/12/2019 to  USCIS TEXAS SERVICE CENTER (Tracking No.EE411959284),12.75,51,0,admin,2019-07-12
EN,2,2790-071,2790,1892,2,2019,8,2,Courier Services - Package to Houston Imm. Court and stamped copy received from Imm. Court on 08.07.2019.  (Invoice No.: 106340),19.00,51,0,admin,2019-08-15
EN,2,2790-071,2790,1892,3,2019,8,3,Courier Services - Package to Houston Imm. Court and stamped copy received from Imm. Court on 08.02.2019.  (Invoice No.: 106340),38.00,51,0,admin,2019-08-15
EN,2,2790-191,2790,282,1,2019,5,1,Federal Express fee for package mailed on 05/01/2019 to USCIS/FBAS (Tracking No.: 775113147858),8.37,51,0,admin,2019-05-09
EN,2,2790-191,2790,282,2,2019,5,2,Fees Billed on Invoice #: 282,375.00,51,0,admin,2019-05-31
EN,2,2790-191,2790,1893,3,2019,8,3,Federal Express fee for package mailed on 08.06.2019 to Jose Luis Orozco  (775920814002.:),25.68,51,0,admin,2019-08-15
EN,2,2790-191,2790,1893,4,2019,8,4,Federal Express fee for package mailed on 08.07.2019 to Office of Chief Counsel  ( 775929212927.:),13.51,51,0,admin,2019-08-15
EN,2,2790-191,2790,1893,5,2019,8,5,Federal Express fee for package mailed on 08.02.2019to (775904775612.:),14.06,51,0,admin,2019-08-08
