paymentid,invoice_no,class_id,client_id,ctd_by,ctd_on,lang_id,matter_no,payment_amount,payment_date,payment_number,payment_text,posting_date,status_id,transaction_type,payment_code
,5366,1,51142,JI,2022-10-07,EN,51142-02,4227.50,2020-07-28,12310,Check Number 1122 against Inv# 5366,2020-07-28,FPD,PAYMENT,FPD
,5799,1,51142,JI,2022-10-07,EN,51142-02,14450.00,2020-08-26,13081,Check Number 1123 against Inv# 5799,2020-08-26,FPD,PAYMENT,FPD
,6045,1,51142,JI,2022-10-07,EN,51142-02,22577.50,2020-09-30,13945,Check Number 1128 against Inv# 6045,2020-09-30,FPD,PAYMENT,FPD
,6436,1,51142,JI,2022-10-07,EN,51142-02,22942.50,2020-10-29,14831,Check Number 1129 against Inv# 6436,2020-10-29,FPD,PAYMENT,FPD
,6840,1,51142,JI,2022-10-07,EN,51142-02,5612.50,2020-11-23,15346,Check Number 1133 against Inv# 6840,2020-11-23,FPD,PAYMENT,FPD
,7073,1,51142,JI,2022-10-07,EN,51142-02,12180.00,2020-12-23,16028,Check Number 1137 against Inv# 7073,2020-12-23,FPD,PAYMENT,FPD
,7073,1,51142,JI,2022-10-07,EN,51142-02,11501.10,2020-12-23,16029,Check Number 1137 against Inv# 7073,2020-12-23,HPD,PAYMENT,HPD
,7418,1,51142,JI,2022-10-07,EN,51142-02,13007.50,2021-02-05,17565,Check Number 1143 against Inv# 7418,2021-02-05,FPD,PAYMENT,FPD
,8005,1,51142,JI,2022-10-07,EN,51142-02,28920.50,2021-03-04,18367,Check Number 1148 against Inv# 8005,2021-03-04,FPD,PAYMENT,FPD
,8005,1,51142,JI,2022-10-07,EN,51142-02,1550.32,2021-03-04,18368,Check Number 1148 against Inv# 8005,2021-03-04,HPD,PAYMENT,HPD
,8698,1,51142,JI,2022-10-07,EN,51142-02,25977.50,2021-03-26,18780,Check Number 1151 against Inv# 8698,2021-03-26,FPD,PAYMENT,FPD
,9226,1,51142,JI,2022-10-07,EN,51142-02,14997.50,2021-04-27,19771,Check Number 1156 against Inv# 9226,2021-04-27,FPD,PAYMENT,FPD
,9677,1,51142,JI,2022-10-07,EN,51142-02,36260.00,2021-05-24,20659,Check Number 1163 against Inv# 9677,2021-05-24,FPD,PAYMENT,FPD
,9677,1,51142,JI,2022-10-07,EN,51142-02,119.80,2021-05-24,20660,Check Number 1163 against Inv# 9677,2021-05-24,HPD,PAYMENT,HPD
,10128,1,51142,JI,2022-10-07,EN,51142-02,45208.75,2021-06-24,22215,Check Number 1168 against Inv# 10128,2021-06-24,FPD,PAYMENT,FPD
,10621,1,51142,JI,2022-10-07,EN,51142-02,23025.00,2021-07-30,23786,Check Number 1176 against Inv# 10621,2021-07-30,FPD,PAYMENT,FPD
,10621,1,51142,JI,2022-10-07,EN,51142-02,11.90,2021-07-30,23787,Check Number 1176 against Inv# 10621,2021-07-30,HPD,PAYMENT,HPD
,12266,1,51142,JI,2022-10-07,EN,51142-02,12000.00,2021-07-31,24850,Courtesy Discount per JMM,2021-07-31,DIS,PAYMENT,DIS
,12266,1,51142,JI,2022-10-07,EN,51142-02,18092.50,2021-08-31,24871,Check Number 1183 against Inv# 12266,2021-08-31,FPD,PAYMENT,FPD
,12509,1,51142,JI,2022-10-07,EN,51142-02,19697.50,2021-09-29,25643,Check Number 1192 against Inv# 12509,2021-09-29,FPD,PAYMENT,FPD
,13058,1,51142,JI,2022-10-07,EN,51142-02,3769.33,2021-09-30,26260,Jacob Monty 7% Courtesy Discount,2021-09-30,DIC,PAYMENT,DIC
,13058,1,51142,JI,2022-10-07,EN,51142-02,53847.50,2021-10-25,26535,Check Number 1195 against Inv# 13058,2021-10-25,FPD,PAYMENT,FPD
,13490,1,51142,JI,2022-10-07,EN,51142-02,24403.13,2021-12-01,27634,Check Number 1210 against Inv# 13490,2021-12-01,FPD,PAYMENT,FPD
,14003,1,51142,JI,2022-10-07,EN,51142-02,1284.37,2021-11-30,28119,Write Off of Fees,2021-11-30,WOF,PAYMENT,WOF
,14003,1,51142,JI,2022-10-07,EN,51142-02,2397.50,2021-12-30,28457,Check Number 1221 against Inv# 14003,2021-12-30,FPD,PAYMENT,FPD
,14394,1,51142,JI,2022-10-07,EN,51142-02,3752.50,2022-02-02,29585,Check Number 1228 against Inv# 14394,2022-02-02,FPD,PAYMENT,FPD
,14919,1,51142,JI,2022-10-07,EN,51142-02,25992.00,2022-02-22,30115,Check Number 1236 against Inv# 14919,2022-02-22,FPD,PAYMENT,FPD
,15674,1,51142,JI,2022-10-07,EN,51142-02,81016.00,2022-03-31,31138,Check Number 1245 against Inv# 15674,2022-03-31,FPD,PAYMENT,FPD
,16078,1,51142,JI,2022-10-07,EN,51142-02,63303.15,2022-04-29,32163,Check Number 1249 against Inv# 16078,2022-04-29,FPD,PAYMENT,FPD
,16078,1,51142,JI,2022-10-07,EN,51142-02,192.04,2022-04-29,32164,Check Number 1249 against Inv# 16078,2022-04-29,HPD,PAYMENT,HPD
,16345,1,51142,JI,2022-10-07,EN,51142-02,38804.60,2022-05-27,32761,Check Number 1259 against Inv# 16345,2022-05-27,FPD,PAYMENT,FPD
,16502,1,51142,JI,2022-10-07,EN,51142-02,817.50,2022-06-03,33138,Check Number 1265 against Inv# 16502,2022-06-03,FPD,PAYMENT,FPD
,16966,1,51142,JI,2022-10-07,EN,51142-02,22382.00,2022-06-28,33644,Check Number 1268 against Inv# 16966,2022-06-28,FPD,PAYMENT,FPD
