paymentid,invoice_no,class_id,client_id,ctd_by,ctd_on,lang_id,matter_no,payment_amount,payment_date,payment_number,payment_text,posting_date,status_id,transaction_type,payment_code
,4326,1,51142,admin,2020-03-20,EN,51142-03,754.85,2020-03-20,9123,Check Number 1177 against Inv# 4326,2020-03-20,HPD,PAYMENT,HPD
,4740,1,51142,admin,2020-04-21,EN,51142-03,74355,2020-04-21,9944,Check Number 2448 against Inv# 4740,2020-04-21,FPD,PAYMENT,FPD
,4740,1,51142,admin,2020-04-21,EN,51142-03,176.68,2020-04-21,9945,Check Number 2448 against Inv# 4740,2020-04-21,HPD,PAYMENT,HPD
,5058,1,51142,admin,2020-04-30,EN,51142-03,7500,2020-04-30,10798,Courtesy Discount Approved by JMM.,2020-04-30,DIS,PAYMENT,DIS
,5058,1,51142,admin,2020-05-28,EN,51142-03,67682.5,2020-05-28,10901,Check Number 2542 against Inv# 5058,2020-05-28,FPD,PAYMENT,FPD
,5058,1,51142,admin,2020-05-28,EN,51142-03,2031.21,2020-05-28,10902,Check Number 2542 against Inv# 5058,2020-05-28,HPD,PAYMENT,HPD
,5358,1,51142,admin,2020-07-08,EN,51142-03,20895,2020-07-08,11957,Check Number 1186 against Inv# 5358,2020-07-08,FPD,PAYMENT,FPD
,5358,1,51142,admin,2020-07-08,EN,51142-03,250,2020-07-08,11958,Check Number 1186 against Inv# 5358,2020-07-08,HPD,PAYMENT,HPD
,5499,1,51142,admin,2020-07-28,EN,51142-03,32552,2020-07-28,12315,Check Number 1189 against Inv# 5499,2020-07-28,FPD,PAYMENT,FPD
,6148,1,51142,admin,2020-08-11,EN,51142-03,82,2020-08-11,12951,DENTON COUNTY COURTS TERRYS TRO/LIS PENDENS  FILLING,2020-08-11,FPD,PAYMENT,FPD
,5800,1,51142,admin,2020-08-26,EN,51142-03,31690,2020-08-26,13083,Check Number 1188 against Inv# 5800,2020-08-26,FPD,PAYMENT,FPD
,6438,1,51142,admin,2020-09-29,EN,51142-03,3291.06,2020-09-29,13926,Courtesy Discount - 8% approved by Jacob M. Monty on 9/29/20,2020-09-29,DIS,PAYMENT,DIS
,6148,1,51142,admin,2020-09-30,EN,51142-03,48439.36,2020-09-30,13944,Check Number 1197 against Inv# 6148,2020-09-30,FPD,PAYMENT,FPD
,6438,1,51142,admin,2020-10-29,EN,51142-03,13154.94,2020-10-29,14833,Check Number 1200 against Inv# 6438,2020-10-29,FPD,PAYMENT,FPD
,6438,1,51142,admin,2020-10-29,EN,51142-03,2608.95,2020-10-29,14834,Check Number 1200 against Inv# 6438,2020-10-29,HPD,PAYMENT,HPD
,6148,1,51142,admin,2020-10-29,EN,51142-03,3209.06,2020-10-29,14835,Check Number 1200 against Inv# 6148 (Prior Balance on  Inv# 6438),2020-10-29,HPD,PAYMENT,HPD
,6909,1,51142,admin,2020-11-23,EN,51142-03,3759.39,2020-11-23,15350,Check Number 1196 against Inv# 6909,2020-11-23,FPD,PAYMENT,FPD
,6909,1,51142,admin,2020-11-23,EN,51142-03,7383.11,2020-11-23,15351,Check Number 1196 against Inv# 6909,2020-11-23,HPD,PAYMENT,HPD
,7013,1,51142,admin,2020-12-23,EN,51142-03,11862.5,2020-12-23,16024,Check Number 3841 against Inv# 7013,2020-12-23,FPD,PAYMENT,FPD
,7331,1,51142,admin,2021-02-05,EN,51142-03,7687.5,2021-02-05,17562,Check Number 3871 against Inv# 7331,2021-02-05,FPD,PAYMENT,FPD
,8371,1,51142,admin,2021-03-04,EN,51142-03,9265,2021-03-04,18376,Check Number 1195 against Inv# 8371,2021-03-04,FPD,PAYMENT,FPD
,8371,1,51142,admin,2021-03-04,EN,51142-03,172.2,2021-03-04,18377,Check Number 1195 against Inv# 8371,2021-03-04,HPD,PAYMENT,HPD
,8957,1,51142,admin,2021-03-26,EN,51142-03,11657.5,2021-03-26,18786,Check Number 4007 against Inv# 8957,2021-03-26,FPD,PAYMENT,FPD
,9227,1,51142,admin,2021-04-27,EN,51142-03,25111.25,2021-04-27,19768,Check Number 1198 against Inv# 9227,2021-04-27,FPD,PAYMENT,FPD
,9227,1,51142,admin,2021-04-27,EN,51142-03,93.98,2021-04-27,19769,Check Number 1198 against Inv# 9227,2021-04-27,HPD,PAYMENT,HPD
,9518,1,51142,admin,2021-05-24,EN,51142-03,27947.5,2021-05-24,20658,Check Number 1200 against Inv# 9518,2021-05-24,FPD,PAYMENT,FPD
,10086,1,51142,admin,2021-06-24,EN,51142-03,13347.5,2021-06-24,22213,Check Number 1202 against Inv# 10086,2021-06-24,FPD,PAYMENT,FPD
,10622,1,51142,admin,2021-07-30,EN,51142-03,34097.5,2021-07-30,23784,Check Number 1205 against Inv# 10622,2021-07-30,FPD,PAYMENT,FPD
,12267,1,51142,admin,2021-07-31,EN,51142-03,5529.35,2021-07-31,24849,Courtesy 10% Discount per JMM,2021-07-31,DIS,PAYMENT,DIS
,12267,1,51142,admin,2021-08-31,EN,51142-03,119.9,2021-08-31,24882,Check Number 1232 against Inv# 12267,2021-08-31,HPD,PAYMENT,HPD
,12267,1,51142,admin,2021-08-31,EN,51142-03,49764.15,2021-08-31,24881,Check Number 1232 against Inv# 12267,2021-08-31,FPD,PAYMENT,FPD
,12702,1,51142,admin,2021-08-31,EN,51142-03,1888.73,2021-08-31,25603,Courtesy 5% Discount - Per JMM,2021-08-31,DIS,PAYMENT,DIS
,12702,1,51142,admin,2021-09-29,EN,51142-03,35885.77,2021-09-29,25662,Check Number 4284 against Inv# 12702,2021-09-29,FPD,PAYMENT,FPD
,13059,1,51142,admin,2021-10-25,EN,51142-03,20382.5,2021-10-25,26555,Check Number 4308 against Inv# 13059,2021-10-25,FPD,PAYMENT,FPD
,13059,1,51142,admin,2021-10-25,EN,51142-03,1835.8,2021-10-25,26556,Check Number 4308 against Inv# 13059,2021-10-25,HPD,PAYMENT,HPD
,13491,1,51142,admin,2021-12-01,EN,51142-03,30625.13,2021-12-01,27635,Check Number 1239 against Inv# 13491,2021-12-01,FPD,PAYMENT,FPD
,13491,1,51142,admin,2021-12-01,EN,51142-03,105,2021-12-01,27636,Check Number 1239 against Inv# 13491,2021-12-01,HPD,PAYMENT,HPD
,14232,1,51142,admin,2021-11-24,EN,51142-03,1617.37,2021-11-24,28117,Write Off of Fees Per Jacob M. Monty - Offered Discount on Oct bill.,2021-11-24,WOF,PAYMENT,WOF
,14232,1,51142,admin,2021-11-30,EN,51142-03,1828.75,2021-11-30,28445,Jacob Monty Courtesy Discount,2021-11-30,DIC,PAYMENT,DIC
,14232,1,51142,admin,2021-12-30,EN,51142-03,34746.25,2021-12-30,28455,Check Number 1211 against Inv# 14232,2021-12-30,FPD,PAYMENT,FPD
,14982,1,51142,admin,2021-12-31,EN,51142-03,1893.13,2021-12-31,29920,Jacob Monty Courtesy Discount,2021-12-31,DIC,PAYMENT,DIC
,14449,1,51142,admin,2022-02-02,EN,51142-03,35969.37,2022-02-02,29583,Check Number 1042 against Inv# 14449,2022-02-02,FPD,PAYMENT,FPD
,14449,1,51142,admin,2022-02-02,EN,51142-03,10000,2022-02-02,29584,Check Number 1042 against Inv# 14449,2022-02-02,HPD,PAYMENT,HPD
,14983,1,51142,admin,2022-02-22,EN,51142-03,36347,2022-02-22,30112,Check Number 1045 against Inv# 14983,2022-02-22,FPD,PAYMENT,FPD
,15675,1,51142,admin,2022-03-31,EN,51142-03,32055,2022-03-31,31142,Check Number 1058 against Inv# 15675,2022-03-31,FPD,PAYMENT,FPD
,15675,1,51142,admin,2022-03-31,EN,51142-03,9800,2022-03-31,31143,Check Number 1058 against Inv# 15675,2022-03-31,HPD,PAYMENT,HPD
,16079,1,51142,admin,2022-04-29,EN,51142-03,24441.13,2022-04-29,32166,Check Number 1067 against Inv# 16079,2022-04-29,FPD,PAYMENT,FPD
,16503,1,51142,admin,2022-06-03,EN,51142-03,37767.25,2022-06-03,33139,Check Number 1268 against Inv# 16503,2022-06-03,FPD,PAYMENT,FPD
,16503,1,51142,admin,2022-06-03,EN,51142-03,1491.32,2022-06-03,33140,Check Number 1268 against Inv# 16503,2022-06-03,HPD,PAYMENT,HPD
,16977,1,51142,admin,2022-06-28,EN,51142-03,41802.37,2022-06-28,33643,Check Number 1081 against Inv# 16977,2022-06-28,FPD,PAYMENT,FPD
